From To Distance
62 66 160.0
62 67 161.0
62 68 240.0
62 69 239.0
62 70 238.0
62 71 156.0
62 72 156.0
62 73 155.0
62 74 209.0
62 75 207.0
62 76 104.0
62 77 104.0
62 78 104.0
62 79 104.0
62 80 104.0
62 81 104.0
62 82 122.0
62 83 123.0
62 84 122.0
62 85 122.0
62 86 123.0
62 87 123.0
62 88 124.0
62 89 126.0
62 90 125.0
62 91 126.0
62 92 126.0
62 93 124.0
62 94 124.0
62 95 124.0
62 96 126.0
62 97 121.0
62 98 120.0
62 99 119.0
62 100 121.0
62 101 121.0
62 102 120.0
62 103 122.0
62 104 124.0
62 105 6.2
62 106 5.7
62 107 3.5
62 108 11.8
62 109 12.2
62 110 24.4
62 111 16.8
62 112 24.7
62 113 10.5
62 114 14.4
62 115 8.4
62 116 2.7
62 117 0.001
62 118 14.0
62 119 15.8
62 120 161.0
62 121 161.0
62 122 237.0
62 123 236.0
62 124 240.0
62 125 239.0
62 126 156.0
62 127 155.0
62 128 156.0
62 129 155.0
62 130 209.0
62 131 207.0
62 132 210.0
62 133 104.0
62 134 103.0
62 135 104.0
62 136 104.0
62 137 103.0
62 138 104.0
62 139 122.0
62 140 123.0
62 141 122.0
62 142 122.0
62 143 122.0
62 144 123.0
62 145 123.0
62 146 124.0
62 147 126.0
62 148 125.0
62 149 126.0
62 150 125.0
62 151 124.0
62 152 124.0
62 153 126.0
62 154 121.0
62 155 120.0
62 156 119.0
62 157 120.0
62 158 121.0
62 159 122.0
62 160 120.0
62 161 124.0
62 162 6.2
62 163 13.2
62 164 5.5
62 165 3.5
62 166 11.8
62 167 12.2
62 168 17.2
62 169 11.6
62 170 16.8
62 171 13.7
62 172 24.7
62 173 10.5
62 174 12.1
62 175 3.1
62 176 2.7
62 177 20.1
62 178 14.0
62 179 13.2
62 180 13.2
62 181 10.5
62 182 26.7
62 183 15.3
62 184 5.4
62 185 15.5
62 186 15.5
62 187 16.9
62 188 5.4
62 189 4.4
62 190 2.1
62 191 5.4
62 192 16.9
62 193 14.9
62 194 15.9
62 195 6.7
62 196 6.0
62 197 6.8
62 198 46.4
62 199 17.4
62 200 10.8
62 201 160.0
62 202 4.3
62 203 97.3
62 204 111.0
62 205 125.0
62 206 122.0
62 207 119.0
62 208 110.0
62 209 163.0
62 210 155.0
62 211 197.0
62 212 111.0
62 213 75.9
62 214 29.3
62 215 30.0
62 216 81.3
62 217 161.0
62 218 151.0
62 219 193.0
63 0 114.0
63 1 120.0
63 2 116.0
63 3 97.6
63 4 203.0
63 5 150.0
63 6 233.0
63 7 156.0
63 8 154.0
63 9 155.0
63 10 155.0
63 11 231.0
63 12 233.0
63 13 231.0
63 14 149.0
63 15 150.0
63 16 148.0
63 17 203.0
63 18 205.0
63 19 201.0
63 20 97.6
63 21 97.7
63 22 96.9
63 23 97.8
63 24 97.2
63 25 116.0
63 26 116.0
63 27 115.0
63 28 116.0
63 29 115.0
63 30 117.0
63 31 118.0
63 32 119.0
63 33 119.0
63 34 120.0
63 35 119.0
63 36 118.0
63 37 117.0
63 38 119.0
63 39 119.0
63 40 115.0
63 41 114.0
63 42 113.0
63 43 115.0
63 44 116.0
63 45 114.0
63 46 115.0
63 47 117.0
63 48 15.9
63 49 18.7
63 50 25.8
63 51 15.9
63 52 9.4
63 53 26.4
63 54 27.3
63 55 5.6
63 56 13.3
63 57 7.2
63 58 7.6
63 59 9.3
63 60 23.6
63 61 18.5
63 62 18.6
63 64 31.7
63 65 8.4
63 66 154.0
63 67 155.0
63 68 233.0
63 69 233.0
63 70 231.0
63 71 150.0
63 72 150.0
63 73 148.0
63 74 203.0
63 75 201.0
63 76 97.6
63 77 97.7
63 78 97.9
63 79 97.9
63 80 97.8
63 81 97.8
63 82 116.0
63 83 117.0
63 84 115.0
63 85 115.0
63 86 117.0
63 87 117.0
63 88 118.0
63 89 119.0
63 90 119.0
63 91 120.0
63 92 120.0
63 93 118.0
63 94 117.0
63 95 117.0
63 96 119.0
63 97 115.0
63 98 114.0
63 99 113.0
63 100 115.0
63 101 115.0
63 102 114.0
63 103 115.0
63 104 117.0
63 105 15.9
63 106 18.7
63 107 25.8
63 108 6.7
63 109 9.4
63 110 23.5
63 111 5.6
63 112 13.3
63 113 7.6
63 114 10.1
63 115 23.6
63 116 19.1
63 117 18.6
63 118 24.3
63 119 31.7
63 120 155.0
63 121 155.0
63 122 231.0
63 123 230.0
63 124 233.0
63 125 233.0
63 126 149.0
63 127 149.0
63 128 150.0
63 129 148.0
63 130 203.0
63 131 201.0
63 132 204.0
63 133 97.7
63 134 96.9
63 135 97.9
63 136 97.8
63 137 97.2
63 138 97.8
63 139 116.0
63 140 116.0
63 141 115.0
63 142 116.0
63 143 115.0
63 144 117.0
63 145 117.0
63 146 118.0
63 147 120.0
63 148 119.0
63 149 120.0
63 150 119.0
63 151 117.0
63 152 117.0
63 153 119.0
63 154 115.0
63 155 114.0
63 156 113.0
63 157 113.0
63 158 115.0
63 159 116.0
63 160 114.0
63 161 117.0
63 162 15.9
63 163 29.1
63 164 18.6
63 165 25.8
63 166 6.7
63 167 9.4
63 168 26.4
63 169 27.3
63 170 5.6
63 171 29.7
63 172 13.3
63 173 7.6
63 174 9.3
63 175 18.5
63 176 19.1
63 177 0.001
63 178 24.3
63 179 8.4
63 180 12.4
63 181 7.2
63 182 5.1
63 183 31.3
63 184 14.4
63 185 31.4
63 186 35.2
63 187 32.8
63 188 21.1
63 189 20.3
63 190 17.5
63 191 14.2
63 192 5.8
63 193 10.3
63 194 8.9
63 195 27.7
63 196 14.9
63 197 19.9
63 198 27.7
63 199 12.1
63 200 7.9
63 201 153.0
63 202 17.4
63 203 91.1
63 204 105.0
63 205 119.0
63 206 115.0
63 207 113.0
63 208 104.0
63 209 157.0
63 210 149.0
63 211 191.0
63 212 83.1
63 213 69.7
63 214 19.9
63 215 20.6
63 216 75.1
63 217 155.0
63 218 145.0
63 219 187.0
64 0 131.0
64 1 136.0
64 2 133.0
64 3 114.0
64 4 219.0
64 5 167.0
64 6 249.0
64 7 173.0
64 8 171.0
64 9 172.0
64 10 171.0
64 11 247.0
64 12 250.0
64 13 248.0
64 14 166.0
64 15 166.0
64 16 165.0
64 17 219.0
64 18 222.0
64 19 218.0
64 20 114.0
64 21 114.0
64 22 113.0
64 23 114.0
64 24 114.0
64 25 132.0
64 26 133.0
64 27 132.0
64 28 132.0
64 29 132.0
64 30 134.0
64 31 134.0
64 32 136.0
64 33 136.0
64 34 136.0
64 35 136.0
64 36 134.0
64 37 134.0
64 38 136.0
64 39 136.0
64 40 131.0
64 41 131.0
64 42 130.0
64 43 131.0
64 44 132.0
64 45 130.0
64 46 132.0
64 47 134.0
64 48 12.3
64 49 10.0
64 50 11.8
64 51 12.3
64 52 25.3
64 53 3.6
64 54 5.9
64 55 27.1
64 56 20.0
64 57 25.7
64 58 26.2
64 59 25.2
64 60 22.8
64 61 17.7
64 62 17.8
64 63 30.4
64 65 24.7
64 66 171.0
64 67 171.0
64 68 250.0
64 69 249.0
64 70 248.0
64 71 166.0
64 72 166.0
64 73 165.0
64 74 219.0
64 75 218.0
64 76 114.0
64 77 114.0
64 78 114.0
64 79 114.0
64 80 114.0
64 81 114.0
64 82 132.0
64 83 133.0
64 84 132.0
64 85 132.0
64 86 133.0
64 87 134.0
64 88 134.0
64 89 136.0
64 90 136.0
64 91 136.0
64 92 136.0
64 93 134.0
64 94 134.0
64 95 134.0
64 96 136.0
64 97 131.0
64 98 131.0
64 99 130.0
64 100 131.0
64 101 131.0
64 102 130.0
64 103 132.0
64 104 134.0
64 105 12.3
64 106 10.0
64 107 11.8
64 108 28.2
64 109 25.3
64 110 10.7
64 111 27.1
64 112 20.0
64 113 26.2
64 114 23.4
64 115 22.8
64 116 11.8
64 117 17.8
64 118 5.6
64 119 0.001
64 120 172.0
64 121 171.0
64 122 247.0
64 123 247.0
64 124 250.0
64 125 249.0
64 126 166.0
64 127 165.0
64 128 166.0
64 129 165.0
64 130 219.0
64 131 218.0
64 132 220.0
64 133 114.0
64 134 113.0
64 135 114.0
64 136 114.0
64 137 114.0
64 138 114.0
64 139 132.0
64 140 133.0
64 141 132.0
64 142 132.0
64 143 132.0
64 144 134.0
64 145 134.0
64 146 134.0
64 147 136.0
64 148 136.0
64 149 136.0
64 150 136.0
64 151 134.0
64 152 134.0
64 153 136.0
64 154 131.0
64 155 130.0
64 156 130.0
64 157 130.0
64 158 131.0
64 159 132.0
64 160 130.0
64 161 134.0
64 162 12.3
64 163 3.4
64 164 10.2
64 165 11.8
64 166 28.2
64 167 25.3
64 168 3.6
64 169 5.9
64 170 27.1
64 171 11.6
64 172 20.0
64 173 26.2
64 174 25.2
64 175 17.7
64 176 11.8
64 177 30.4
64 178 5.6
64 179 24.7
64 180 24.1
64 181 26.0
64 182 37.0
64 183 4.0
64 184 15.3
64 185 6.6
64 186 17.1
64 187 14.7
64 188 13.9
64 189 11.6
64 190 14.7
64 191 24.2
64 192 27.3
64 193 22.7
64 194 23.0
64 195 9.3
64 196 15.9
64 197 9.4
64 198 38.4
64 199 27.7
64 200 24.8
64 201 170.0
64 202 14.2
64 203 108.0
64 204 122.0
64 205 135.0
64 206 132.0
64 207 129.0
64 208 121.0
64 209 173.0
64 210 166.0
64 211 207.0
64 212 121.0
64 213 86.2
64 214 39.7
64 215 40.3
64 216 91.7
64 217 171.0
64 218 162.0
64 219 204.0
65 0 116.0
65 1 121.0
65 2 118.0
65 3 99.2
65 4 204.0
65 5 152.0
65 6 234.0
65 7 158.0
65 8 156.0
65 9 157.0
65 10 156.0
65 11 232.0
65 12 235.0
65 13 233.0
65 14 151.0
65 15 151.0
65 16 150.0
65 17 204.0
65 18 207.0
65 19 203.0
65 20 99.1
65 21 99.2
65 22 98.5
65 23 99.4
65 24 98.7
65 25 117.0
65 26 118.0
65 27 117.0
65 28 117.0
65 29 117.0
65 30 119.0
65 31 119.0
65 32 121.0
65 33 121.0
65 34 121.0
65 35 121.0
65 36 119.0
65 37 119.0
65 38 121.0
65 39 121.0
65 40 116.0
65 41 116.0
65 42 115.0
65 43 116.0
65 44 117.0
65 45 115.0
65 46 117.0
65 47 119.0
65 48 8.8
65 49 13.6
65 50 13.7
65 51 8.8
65 52 4.5
65 53 22.7
65 54 23.6
65 55 6.0
65 56 11.3
65 57 3.2
65 58 2.6
65 59 4.4
65 60 25.1
65 61 20.1
65 62 13.0
65 63 9.3
65 64 24.3
65 66 156.0
65 67 156.0
65 68 235.0
65 69 234.0
65 70 233.0
65 71 151.0
65 72 151.0
65 73 150.0
65 74 204.0
65 75 203.0
65 76 99.1
65 77 99.2
65 78 99.5
65 79 99.5
65 80 99.4
65 81 99.4
65 82 117.0
65 83 118.0
65 84 117.0
65 85 117.0
65 86 118.0
65 87 119.0
65 88 119.0
65 89 121.0
65 90 121.0
65 91 121.0
65 92 121.0
65 93 119.0
65 94 119.0
65 95 119.0
65 96 121.0
65 97 116.0
65 98 116.0
65 99 115.0
65 100 116.0
65 101 116.0
65 102 115.0
65 103 117.0
65 104 119.0
65 105 8.8
65 106 13.6
65 107 13.7
65 108 3.9
65 109 4.5
65 110 19.8
65 111 6.0
65 112 11.3
65 113 2.6
65 114 2.1
65 115 25.1
65 116 20.7
65 117 13.0
65 118 20.5
65 119 24.3
65 120 157.0
65 121 156.0
65 122 232.0
65 123 232.0
65 124 235.0
65 125 234.0
65 126 151.0
65 127 150.0
65 128 151.0
65 129 150.0
65 130 204.0
65 131 203.0
65 132 205.0
65 133 99.2
65 134 98.5
65 135 99.5
65 136 99.4
65 137 98.7
65 138 99.4
65 139 117.0
65 140 118.0
65 141 117.0
65 142 117.0
65 143 117.0
65 144 119.0
65 145 119.0
65 146 119.0
65 147 121.0
65 148 121.0
65 149 121.0
65 150 121.0
65 151 119.0
65 152 119.0
65 153 121.0
65 154 116.0
65 155 115.0
65 156 115.0
65 157 115.0
65 158 116.0
65 159 117.0
65 160 115.0
65 161 119.0
65 162 8.8
65 163 27.9
65 164 13.5
65 165 13.7
65 166 3.9
65 167 4.5
65 168 22.7
65 169 23.6
65 170 6.0
65 171 31.3
65 172 11.3
65 173 2.6
65 174 4.4
65 175 20.1
65 176 20.7
65 177 9.3
65 178 20.5
65 179 0.001
65 180 4.6
65 181 3.6
65 182 15.8
65 183 24.0
65 184 9.3
65 185 33.0
65 186 36.8
65 187 34.4
65 188 22.7
65 189 21.9
65 190 13.8
65 191 9.1
65 192 6.1
65 193 2.1
65 194 2.7
65 195 14.7
65 196 9.8
65 197 14.8
65 198 35.6
65 199 12.2
65 200 2.8
65 201 155.0
65 202 12.3
65 203 92.7
65 204 107.0
65 205 120.0
65 206 117.0
65 207 114.0
65 208 106.0
65 209 159.0
65 210 151.0
65 211 192.0
65 212 106.0
65 213 71.3
65 214 19.9
65 215 20.6
65 216 76.7
65 217 156.0
65 218 147.0
65 219 189.0
66 0 45.2
66 1 50.5
66 2 47.0
66 3 59.7
66 4 37.3
66 5 10.1
66 6 82.6
66 7 2.3
66 8 0.001
66 9 1.8
66 10 2.2
66 11 80.4
66 12 83.3
66 13 81.1
66 14 9.4
66 15 9.9
66 16 9.3
66 17 37.0
66 18 36.3
66 19 39.3
66 20 59.2
66 21 59.1
66 22 60.5
66 23 61.1
66 24 59.7
66 25 46.8
66 26 47.4
66 27 46.3
66 28 46.8
66 29 46.4
66 30 48.0
66 31 48.7
66 32 50.4
66 33 50.1
66 34 50.8
66 35 49.9
66 36 48.7
66 37 48.2
66 38 49.9
66 39 50.3
66 40 45.6
66 41 45.2
66 42 44.2
66 43 45.5
66 44 46.8
66 45 46.0
66 46 46.3
66 47 48.3
66 48 158.0
66 49 161.0
66 50 167.0
66 51 158.0
66 52 155.0
66 53 175.0
66 54 173.0
66 55 151.0
66 56 167.0
66 57 152.0
66 58 153.0
66 59 155.0
66 60 165.0
66 61 160.0
66 62 160.0
66 63 154.0
66 64 173.0
66 65 156.0
66 67 2.2
66 68 83.3
66 69 82.5
66 70 81.1
66 71 9.7
66 72 9.9
66 73 9.3
66 74 37.0
66 75 39.3
66 76 59.2
66 77 59.1
66 78 58.9
66 79 62.7
66 80 61.1
66 81 60.3
66 82 46.8
66 83 47.6
66 84 46.3
66 85 46.4
66 86 47.7
66 87 48.1
66 88 48.7
66 89 50.4
66 90 50.1
66 91 50.6
66 92 50.8
66 93 48.7
66 94 48.4
66 95 48.2
66 96 50.3
66 97 45.6
66 98 45.2
66 99 44.2
66 100 45.5
66 101 45.7
66 102 46.0
66 103 46.3
66 104 48.3
66 105 158.0
66 106 161.0
66 107 167.0
66 108 152.0
66 109 155.0
66 110 173.0
66 111 151.0
66 112 167.0
66 113 153.0
66 114 157.0
66 115 165.0
66 116 161.0
66 117 160.0
66 118 174.0
66 119 173.0
66 120 1.8
66 121 2.2
66 122 80.4
66 123 79.9
66 124 83.3
66 125 82.5
66 126 9.4
66 127 8.9
66 128 9.9
66 129 9.3
66 130 37.0
66 131 39.3
66 132 37.4
66 133 59.1
66 134 60.5
66 135 62.7
66 136 61.1
66 137 59.7
66 138 60.3
66 139 46.8
66 140 47.4
66 141 46.3
66 142 46.8
66 143 46.4
66 144 48.0
66 145 48.1
66 146 48.7
66 147 50.7
66 148 50.1
66 149 50.8
66 150 49.9
66 151 48.4
66 152 48.2
66 153 50.3
66 154 45.6
66 155 44.8
66 156 44.2
66 157 44.3
66 158 45.7
66 159 46.8
66 160 46.0
66 161 48.3
66 162 158.0
66 163 171.0
66 164 161.0
66 165 167.0
66 166 152.0
66 167 155.0
66 168 175.0
66 169 173.0
66 170 151.0
66 171 171.0
66 172 167.0
66 173 153.0
66 174 155.0
66 175 160.0
66 176 161.0
66 177 154.0
66 178 174.0
66 179 156.0
66 180 155.0
66 181 152.0
66 182 161.0
66 183 173.0
66 184 156.0
66 185 173.0
66 186 177.0
66 187 174.0
66 188 163.0
66 189 162.0
66 190 159.0
66 191 156.0
66 192 151.0
66 193 157.0
66 194 158.0
66 195 169.0
66 196 157.0
66 197 162.0
66 198 181.0
66 199 154.0
66 200 153.0
66 201 0.6
66 202 159.0
66 203 83.6
66 204 53.2
66 205 49.8
66 206 38.5
66 207 50.8
66 208 52.5
66 209 4.7
66 210 9.2
66 211 29.7
66 212 60.7
66 213 111.0
66 214 142.0
66 215 140.0
66 216 117.0
66 217 1.6
66 218 9.7
66 219 25.9
67 0 45.0
67 1 50.2
67 2 46.7
67 3 59.4
67 4 36.9
67 5 9.8
67 6 81.4
67 7 2.0
67 8 3.0
67 9 0.4
67 10 0.001
67 11 79.2
67 12 82.1
67 13 79.9
67 14 9.2
67 15 9.7
67 16 9.0
67 17 36.5
67 18 35.8
67 19 49.7
67 20 58.9
67 21 58.8
67 22 60.2
67 23 60.8
67 24 59.5
67 25 46.5
67 26 47.2
67 27 46.0
67 28 46.5
67 29 46.2
67 30 47.8
67 31 48.5
67 32 50.2
67 33 49.8
67 34 50.5
67 35 49.7
67 36 48.4
67 37 48.0
67 38 49.7
67 39 50.1
67 40 45.3
67 41 45.0
67 42 44.0
67 43 45.2
67 44 46.6
67 45 45.7
67 46 46.0
67 47 48.0
67 48 158.0
67 49 160.0
67 50 167.0
67 51 158.0
67 52 154.0
67 53 174.0
67 54 173.0
67 55 151.0
67 56 167.0
67 57 152.0
67 58 153.0
67 59 154.0
67 60 165.0
67 61 160.0
67 62 160.0
67 63 154.0
67 64 173.0
67 65 156.0
67 66 3.0
67 68 82.1
67 69 81.4
67 70 79.9
67 71 9.5
67 72 9.7
67 73 9.0
67 74 36.5
67 75 49.7
67 76 58.9
67 77 58.8
67 78 58.6
67 79 62.5
67 80 60.8
67 81 60.1
67 82 46.5
67 83 47.3
67 84 46.0
67 85 46.2
67 86 47.4
67 87 47.9
67 88 48.5
67 89 50.2
67 90 49.8
67 91 50.3
67 92 50.5
67 93 48.4
67 94 48.2
67 95 48.0
67 96 50.1
67 97 45.3
67 98 45.0
67 99 44.0
67 100 45.2
67 101 45.5
67 102 45.7
67 103 46.0
67 104 48.0
67 105 158.0
67 106 160.0
67 107 167.0
67 108 152.0
67 109 154.0
67 110 173.0
67 111 151.0
67 112 167.0
67 113 153.0
67 114 157.0
67 115 165.0
67 116 160.0
67 117 160.0
67 118 173.0
67 119 173.0
67 120 0.4
67 121 0.001
67 122 79.2
67 123 78.7
67 124 82.1
67 125 81.4
67 126 9.2
67 127 8.6
67 128 9.7
67 129 9.0
67 130 36.5
67 131 49.7
67 132 37.0
67 133 58.8
67 134 60.2
67 135 62.5
67 136 60.8
67 137 59.5
67 138 60.1
67 139 46.5
67 140 47.2
67 141 46.0
67 142 46.5
67 143 46.2
67 144 47.8
67 145 47.9
67 146 48.5
67 147 50.5
67 148 49.8
67 149 50.5
67 150 49.7
67 151 48.2
67 152 48.0
67 153 50.1
67 154 45.3
67 155 44.5
67 156 44.0
67 157 44.1
67 158 45.5
67 159 46.6
67 160 45.7
67 161 48.0
67 162 158.0
67 163 170.0
67 164 160.0
67 165 167.0
67 166 152.0
67 167 154.0
67 168 174.0
67 169 173.0
67 170 151.0
67 171 171.0
67 172 167.0
67 173 153.0
67 174 154.0
67 175 160.0
67 176 160.0
67 177 154.0
67 178 173.0
67 179 156.0
67 180 155.0
67 181 152.0
67 182 160.0
67 183 172.0
67 184 156.0
67 185 173.0
67 186 176.0
67 187 174.0
67 188 162.0
67 189 161.0
67 190 159.0
67 191 156.0
67 192 151.0
67 193 157.0
67 194 158.0
67 195 169.0
67 196 157.0
67 197 162.0
67 198 180.0
67 199 153.0
67 200 153.0
67 201 2.7
67 202 159.0
67 203 83.4
67 204 52.9
67 205 49.5
67 206 38.3
67 207 50.5
67 208 52.3
67 209 4.9
67 210 8.9
67 211 29.2
67 212 60.4
67 213 111.0
67 214 142.0
67 215 140.0
67 216 117.0
67 217 3.7
67 218 9.5
67 219 25.4
68 0 124.0
68 1 129.0
68 2 126.0
68 3 139.0
68 4 53.8
68 5 90.4
68 6 0.8
68 7 83.1
68 8 84.1
68 9 82.3
68 10 82.2
68 11 2.8
68 12 0.001
68 13 16.0
68 14 89.8
68 15 90.2
68 16 89.6
68 17 53.7
68 18 56.1
68 19 52.3
68 20 138.0
68 21 138.0
68 22 140.0
68 23 140.0
68 24 139.0
68 25 126.0
68 26 126.0
68 27 125.0
68 28 126.0
68 29 125.0
68 30 127.0
68 31 128.0
68 32 129.0
68 33 129.0
68 34 130.0
68 35 129.0
68 36 128.0
68 37 127.0
68 38 129.0
68 39 129.0
68 40 125.0
68 41 124.0
68 42 123.0
68 43 125.0
68 44 126.0
68 45 125.0
68 46 125.0
68 47 127.0
68 48 237.0
68 49 240.0
68 50 246.0
68 51 237.0
68 52 234.0
68 53 254.0
68 54 252.0
68 55 230.0
68 56 246.0
68 57 231.0
68 58 232.0
68 59 234.0
68 60 244.0
68 61 239.0
68 62 239.0
68 63 233.0
68 64 252.0
68 65 235.0
68 66 84.1
68 67 82.2
68 69 1.8
68 70 16.0
68 71 90.1
68 72 90.2
68 73 89.6
68 74 53.7
68 75 52.3
68 76 138.0
68 77 138.0
68 78 138.0
68 79 142.0
68 80 140.0
68 81 139.0
68 82 126.0
68 83 127.0
68 84 125.0
68 85 125.0
68 86 127.0
68 87 127.0
68 88 128.0
68 89 129.0
68 90 129.0
68 91 130.0
68 92 130.0
68 93 128.0
68 94 127.0
68 95 127.0
68 96 129.0
68 97 125.0
68 98 124.0
68 99 123.0
68 100 125.0
68 101 125.0
68 102 125.0
68 103 125.0
68 104 127.0
68 105 237.0
68 106 240.0
68 107 246.0
68 108 231.0
68 109 234.0
68 110 252.0
68 111 230.0
68 112 246.0
68 113 232.0
68 114 236.0
68 115 244.0
68 116 240.0
68 117 239.0
68 118 253.0
68 119 252.0
68 120 82.3
68 121 82.2
68 122 2.8
68 123 3.3
68 124 0.001
68 125 1.8
68 126 89.8
68 127 89.2
68 128 90.2
68 129 89.6
68 130 53.7
68 131 52.3
68 132 54.8
68 133 138.0
68 134 140.0
68 135 142.0
68 136 140.0
68 137 139.0
68 138 139.0
68 139 126.0
68 140 126.0
68 141 125.0
68 142 126.0
68 143 125.0
68 144 127.0
68 145 127.0
68 146 128.0
68 147 130.0
68 148 129.0
68 149 130.0
68 150 129.0
68 151 127.0
68 152 127.0
68 153 129.0
68 154 125.0
68 155 124.0
68 156 123.0
68 157 123.0
68 158 125.0
68 159 126.0
68 160 125.0
68 161 127.0
68 162 237.0
68 163 250.0
68 164 240.0
68 165 246.0
68 166 231.0
68 167 234.0
68 168 254.0
68 169 252.0
68 170 230.0
68 171 250.0
68 172 246.0
68 173 232.0
68 174 234.0
68 175 239.0
68 176 240.0
68 177 233.0
68 178 253.0
68 179 235.0
68 180 234.0
68 181 231.0
68 182 240.0
68 183 252.0
68 184 235.0
68 185 252.0
68 186 256.0
68 187 253.0
68 188 242.0
68 189 241.0
68 190 238.0
68 191 235.0
68 192 230.0
68 193 236.0
68 194 237.0
68 195 248.0
68 196 236.0
68 197 241.0
68 198 260.0
68 199 233.0
68 200 232.0
68 201 83.8
68 202 238.0
68 203 163.0
68 204 132.0
68 205 129.0
68 206 118.0
68 207 130.0
68 208 132.0
68 209 84.6
68 210 89.5
68 211 60.9
68 212 149.0
68 213 190.0
68 214 221.0
68 215 219.0
68 216 196.0
68 217 82.8
68 218 90.1
68 219 66.6
69 0 124.0
69 1 129.0
69 2 125.0
69 3 138.0
69 4 53.1
69 5 89.7
69 6 1.1
69 7 82.4
69 8 83.4
69 9 81.6
69 10 81.4
69 11 2.1
69 12 1.8
69 13 15.2
69 14 89.0
69 15 89.5
69 16 88.9
69 17 52.9
69 18 55.4
69 19 51.5
69 20 138.0
69 21 137.0
69 22 139.0
69 23 139.0
69 24 138.0
69 25 125.0
69 26 126.0
69 27 125.0
69 28 125.0
69 29 125.0
69 30 126.0
69 31 127.0
69 32 129.0
69 33 128.0
69 34 129.0
69 35 128.0
69 36 127.0
69 37 127.0
69 38 128.0
69 39 129.0
69 40 124.0
69 41 124.0
69 42 123.0
69 43 124.0
69 44 125.0
69 45 124.0
69 46 125.0
69 47 127.0
69 48 236.0
69 49 239.0
69 50 245.0
69 51 236.0
69 52 233.0
69 53 253.0
69 54 251.0
69 55 229.0
69 56 245.0
69 57 231.0
69 58 232.0
69 59 233.0
69 60 243.0
69 61 238.0
69 62 238.0
69 63 232.0
69 64 251.0
69 65 234.0
69 66 83.4
69 67 81.4
69 68 1.8
69 70 15.2
69 71 89.3
69 72 89.5
69 73 88.9
69 74 52.9
69 75 51.5
69 76 138.0
69 77 137.0
69 78 137.0
69 79 141.0
69 80 139.0
69 81 139.0
69 82 125.0
69 83 126.0
69 84 125.0
69 85 125.0
69 86 126.0
69 87 126.0
69 88 127.0
69 89 129.0
69 90 128.0
69 91 129.0
69 92 129.0
69 93 127.0
69 94 127.0
69 95 127.0
69 96 129.0
69 97 124.0
69 98 124.0
69 99 123.0
69 100 124.0
69 101 124.0
69 102 124.0
69 103 125.0
69 104 127.0
69 105 236.0
69 106 239.0
69 107 245.0
69 108 230.0
69 109 233.0
69 110 251.0
69 111 229.0
69 112 245.0
69 113 232.0
69 114 235.0
69 115 243.0
69 116 239.0
69 117 238.0
69 118 252.0
69 119 251.0
69 120 81.6
69 121 81.4
69 122 2.1
69 123 2.6
69 124 1.8
69 125 0.001
69 126 89.0
69 127 88.5
69 128 89.5
69 129 88.9
69 130 52.9
69 131 51.5
69 132 54.0
69 133 137.0
69 134 139.0
69 135 141.0
69 136 139.0
69 137 138.0
69 138 139.0
69 139 125.0
69 140 126.0
69 141 125.0
69 142 125.0
69 143 125.0
69 144 126.0
69 145 126.0
69 146 127.0
69 147 129.0
69 148 128.0
69 149 129.0
69 150 128.0
69 151 127.0
69 152 127.0
69 153 129.0
69 154 124.0
69 155 123.0
69 156 123.0
69 157 123.0
69 158 124.0
69 159 125.0
69 160 124.0
69 161 127.0
69 162 236.0
69 163 249.0
69 164 239.0
69 165 245.0
69 166 230.0
69 167 233.0
69 168 253.0
69 169 251.0
69 170 229.0
69 171 249.0
69 172 245.0
69 173 232.0
69 174 233.0
69 175 238.0
69 176 239.0
69 177 232.0
69 178 252.0
69 179 234.0
69 180 234.0
69 181 231.0
69 182 239.0
69 183 251.0
69 184 235.0
69 185 251.0
69 186 255.0
69 187 252.0
69 188 241.0
69 189 240.0
69 190 237.0
69 191 235.0
69 192 229.0
69 193 236.0
69 194 237.0
69 195 247.0
69 196 235.0
69 197 240.0
69 198 259.0
69 199 232.0
69 200 232.0
69 201 83.1
69 202 238.0
69 203 162.0
69 204 132.0
69 205 128.0
69 206 117.0
69 207 129.0
69 208 131.0
69 209 83.9
69 210 88.8
69 211 60.2
69 212 148.0
69 213 190.0
69 214 220.0
69 215 219.0
69 216 195.0
69 217 82.0
69 218 89.3
69 219 65.8
70 0 122.0
70 1 127.0
70 2 124.0
70 3 136.0
70 4 51.6
70 5 88.2
70 6 15.3
70 7 80.9
70 8 81.9
70 9 80.1
70 10 80.0
70 11 13.1
70 12 16.0
70 13 0.001
70 14 87.6
70 15 88.0
70 16 87.4
70 17 51.5
70 18 53.9
70 19 50.1
70 20 136.0
70 21 136.0
70 22 137.0
70 23 138.0
70 24 137.0
70 25 124.0
70 26 124.0
70 27 123.0
70 28 124.0
70 29 123.0
70 30 125.0
70 31 126.0
70 32 127.0
70 33 127.0
70 34 128.0
70 35 127.0
70 36 126.0
70 37 125.0
70 38 127.0
70 39 127.0
70 40 122.0
70 41 122.0
70 42 121.0
70 43 122.0
70 44 124.0
70 45 123.0
70 46 123.0
70 47 125.0
70 48 235.0
70 49 238.0
70 50 244.0
70 51 235.0
70 52 231.0
70 53 251.0
70 54 250.0
70 55 228.0
70 56 244.0
70 57 229.0
70 58 230.0
70 59 231.0
70 60 242.0
70 61 237.0
